Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Torre de Arcas,76,44223,Teruel,Aragón,España
Torre de las Arcas,19,44224,Teruel,Aragón,España
Torre del Compte,120,44225,Teruel,Aragón,España
Torrelacárcel,131,44226,Teruel,Aragón,España
Torre los Negros,77,44227,Teruel,Aragón,España
Torremocha de Jiloca,115,44228,Teruel,Aragón,España
Torres de Albarracín,187,44229,Teruel,Aragón,España
Torrevelilla,161,44230,Teruel,Aragón,España
Torrijas,36,44231,Teruel,Aragón,España
Torrijo del Campo,501,44232,Teruel,Aragón,España
Tramacastiel,62,44234,Teruel,Aragón,España
Tramacastilla,133,44235,Teruel,Aragón,España
Tronchón,56,44236,Teruel,Aragón,España
Urrea de Gaén,455,44237,Teruel,Aragón,España
Utrillas,3069,44238,Teruel,Aragón,España
Valacloche,33,44239,Teruel,Aragón,España
Valbona,187,44240,Teruel,Aragón,España
Valdealgorfa,581,44241,Teruel,Aragón,España
Valdecuenca,33,44243,Teruel,Aragón,España
Valdelinares,82,44244,Teruel,Aragón,España
Valdeltormo,304,44245,Teruel,Aragón,España
Valderrobres,2555,44246,Teruel,Aragón,España
Valjunquera,336,44247,Teruel,Aragón,España
El Vallecillo,40,44249,Teruel,Aragón,España
Veguillas de la Sierra,27,44250,Teruel,Aragón,España
Villafranca del Campo,290,44251,Teruel,Aragón,España
Villahermosa del Campo,91,44252,Teruel,Aragón,España
Villanueva del Rebollar de la Sierra,49,44256,Teruel,Aragón,España
Villar del Cobo,158,44257,Teruel,Aragón,España
Villar del Salz,58,44258,Teruel,Aragón,España
Villarluengo,159,44260,Teruel,Aragón,España
Villarquemado,901,44261,Teruel,Aragón,España
Villarroya de los Pinares,160,44262,Teruel,Aragón,España
Villastar,566,44263,Teruel,Aragón,España
Villel,336,44264,Teruel,Aragón,España
Vinaceite,176,44265,Teruel,Aragón,España
Visiedo,132,44266,Teruel,Aragón,España
Vivel del Río Martín,63,44267,Teruel,Aragón,España
La Zoma,28,44268,Teruel,Aragón,España
Ajofrín,2379,45001,Toledo,Castilla-La Mancha,España
Alameda de la Sagra,4350,45002,Toledo,Castilla-La Mancha,España
Albarreal de Tajo,804,45003,Toledo,Castilla-La Mancha,España
Alcabón,792,45004,Toledo,Castilla-La Mancha,España
Alcañizo,259,45005,Toledo,Castilla-La Mancha,España
Alcaudete de la Jara,1720,45006,Toledo,Castilla-La Mancha,España
Alcolea de Tajo,839,45007,Toledo,Castilla-La Mancha,España
Aldea en Cabo,184,45008,Toledo,Castilla-La Mancha,España
Aldeanueva de Barbarroya,456,45009,Toledo,Castilla-La Mancha,España
Aldeanueva de San Bartolomé,404,45010,Toledo,Castilla-La Mancha,España
Almendral de la Cañada,341,45011,Toledo,Castilla-La Mancha,España
Almonacid de Toledo,991,45012,Toledo,Castilla-La Mancha,España
Almorox,2569,45013,Toledo,Castilla-La Mancha,España
Añover de Tajo,5454,45014,Toledo,Castilla-La Mancha,España
Arcicóllar,1089,45015,Toledo,Castilla-La Mancha,España
Argés,7178,45016,Toledo,Castilla-La Mancha,España
Azután,286,45017,Toledo,Castilla-La Mancha,España
Barcience,1110,45018,Toledo,Castilla-La Mancha,España
Bargas,11274,45019,Toledo,Castilla-La Mancha,España
Belvís de la Jara,1475,45020,Toledo,Castilla-La Mancha,España
Borox,4306,45021,Toledo,Castilla-La Mancha,España
Buenaventura,386,45022,Toledo,Castilla-La Mancha,España
Burguillos de Toledo,3872,45023,Toledo,Castilla-La Mancha,España
Burujón,1344,45024,Toledo,Castilla-La Mancha,España
Cabañas de la Sagra,2177,45025,Toledo,Castilla-La Mancha,España
Cabañas de Yepes,316,45026,Toledo,Castilla-La Mancha,España
Cabezamesada,343,45027,Toledo,Castilla-La Mancha,España
Calera y Chozas,4834,45028,Toledo,Castilla-La Mancha,España
Caleruela,203,45029,Toledo,Castilla-La Mancha,España
Calzada de Oropesa,514,45030,Toledo,Castilla-La Mancha,España
Camarena,4848,45031,Toledo,Castilla-La Mancha,España
Camarenilla,606,45032,Toledo,Castilla-La Mancha,España
El Campillo de la Jara,326,45033,Toledo,Castilla-La Mancha,España
Camuñas,1742,45034,Toledo,Castilla-La Mancha,España
Cardiel de los Montes,406,45035,Toledo,Castilla-La Mancha,España
Carmena,771,45036,Toledo,Castilla-La Mancha,España
El Carpio de Tajo,1948,45037,Toledo,Castilla-La Mancha,España
Carranque,5469,45038,Toledo,Castilla-La Mancha,España
Carriches,260,45039,Toledo,Castilla-La Mancha,España
El Casar de Escalona,2280,45040,Toledo,Castilla-La Mancha,España
Casarrubios del Monte,7424,45041,Toledo,Castilla-La Mancha,España
Casasbuenas,210,45042,Toledo,Castilla-La Mancha,España
Castillo de Bayuela,889,45043,Toledo,Castilla-La Mancha,España
Cazalegas,2195,45045,Toledo,Castilla-La Mancha,España
Cebolla,3270,45046,Toledo,Castilla-La Mancha,España
Cedillo del Condado,4525,45047,Toledo,Castilla-La Mancha,España
Los Cerralbos,452,45048,Toledo,Castilla-La Mancha,España
Cervera de los Montes,513,45049,Toledo,Castilla-La Mancha,España
Ciruelos,723,45050,Toledo,Castilla-La Mancha,España
Cobeja,2719,45051,Toledo,Castilla-La Mancha,España
Cobisa,4550,45052,Toledo,Castilla-La Mancha,España
Consuegra,9767,45053,Toledo,Castilla-La Mancha,España
Corral de Almaguer,5280,45054,Toledo,Castilla-La Mancha,España
Cuerva,1226,45055,Toledo,Castilla-La Mancha,España
Chozas de Canales,5044,45056,Toledo,Castilla-La Mancha,España
Chueca,252,45057,Toledo,Castilla-La Mancha,España
Domingo Pérez,418,45058,Toledo,Castilla-La Mancha,España
Dosbarrios,2228,45059,Toledo,Castilla-La Mancha,España
Erustes,220,45060,Toledo,Castilla-La Mancha,España
Escalona,3987,45061,Toledo,Castilla-La Mancha,España
Escalonilla,1545,45062,Toledo,Castilla-La Mancha,España
Espinoso del Rey,420,45063,Toledo,Castilla-La Mancha,España
Esquivias,5833,45064,Toledo,Castilla-La Mancha,España
La Estrella,251,45065,Toledo,Castilla-La Mancha,España
Fuensalida,12669,45066,Toledo,Castilla-La Mancha,España
Gálvez,3044,45067,Toledo,Castilla-La Mancha,España
Garciotum,220,45068,Toledo,Castilla-La Mancha,España
Gerindote,2828,45069,Toledo,Castilla-La Mancha,España
Guadamur,1796,45070,Toledo,Castilla-La Mancha,España
La Guardia,2200,45071,Toledo,Castilla-La Mancha,España
Las Herencias,821,45072,Toledo,Castilla-La Mancha,España
Herreruela de Oropesa,323,45073,Toledo,Castilla-La Mancha,España
Hinojosa de San Vicente,363,45074,Toledo,Castilla-La Mancha,España
Hontanar,139,45075,Toledo,Castilla-La Mancha,España
Hormigos,1035,45076,Toledo,Castilla-La Mancha,España
Huecas,890,45077,Toledo,Castilla-La Mancha,España
Huerta de Valdecarábanos,1836,45078,Toledo,Castilla-La Mancha,España
La Iglesuela del Tiétar,448,45079,Toledo,Castilla-La Mancha,España
Illán de Vacas,8,45080,Toledo,Castilla-La Mancha,España
Illescas,33301,45081,Toledo,Castilla-La Mancha,España
Lagartera,1294,45082,Toledo,Castilla-La Mancha,España
Layos,931,45083,Toledo,Castilla-La Mancha,España
Lillo,2519,45084,Toledo,Castilla-La Mancha,España
Lominchar,2989,45085,Toledo,Castilla-La Mancha,España
Lucillos,666,45086,Toledo,Castilla-La Mancha,España
Madridejos,10088,45087,Toledo,Castilla-La Mancha,España
Magán,4384,45088,Toledo,Castilla-La Mancha,España
Malpica de Tajo,1655,45089,Toledo,Castilla-La Mancha,España
Manzaneque,407,45090,Toledo,Castilla-La Mancha,España
Maqueda,548,45091,Toledo,Castilla-La Mancha,España
Marjaliza,258,45092,Toledo,Castilla-La Mancha,España
Marrupe,166,45093,Toledo,Castilla-La Mancha,España
Mascaraque,441,45094,Toledo,Castilla-La Mancha,España
La Mata,910,45095,Toledo,Castilla-La Mancha,España
Mazarambroz,1251,45096,Toledo,Castilla-La Mancha,España
Mejorada,1387,45097,Toledo,Castilla-La Mancha,España
Menasalbas,2465,45098,Toledo,Castilla-La Mancha,España
Méntrida,6495,45099,Toledo,Castilla-La Mancha,España
Mesegar de Tajo,199,45100,Toledo,Castilla-La Mancha,España
Miguel Esteban,4751,45101,Toledo,Castilla-La Mancha,España
Mocejón,5188,45102,Toledo,Castilla-La Mancha,España
Mohedas de la Jara,384,45103,Toledo,Castilla-La Mancha,España
Montearagón,598,45104,Toledo,Castilla-La Mancha,España
Montesclaros,377,45105,Toledo,Castilla-La Mancha,España
Mora,10064,45106,Toledo,Castilla-La Mancha,España
Nambroca,5263,45107,Toledo,Castilla-La Mancha,España
La Nava de Ricomalillo,514,45108,Toledo,Castilla-La Mancha,España
Navahermosa,3587,45109,Toledo,Castilla-La Mancha,España
Navalcán,1859,45110,Toledo,Castilla-La Mancha,España
Navalmoralejo,56,45111,Toledo,Castilla-La Mancha,España
Los Navalmorales,2074,45112,Toledo,Castilla-La Mancha,España
Los Navalucillos,1889,45113,Toledo,Castilla-La Mancha,España
Navamorcuende,581,45114,Toledo,Castilla-La Mancha,España
Noblejas,3998,45115,Toledo,Castilla-La Mancha,España
Noez,1058,45116,Toledo,Castilla-La Mancha,España
Nombela,904,45117,Toledo,Castilla-La Mancha,España
Novés,3564,45118,Toledo,Castilla-La Mancha,España
Numancia de la Sagra,5674,45119,Toledo,Castilla-La Mancha,España
Nuño Gómez,178,45120,Toledo,Castilla-La Mancha,España
Ocaña,15560,45121,Toledo,Castilla-La Mancha,España
Olías del Rey,9174,45122,Toledo,Castilla-La Mancha,España
Ontígola,5101,45123,Toledo,Castilla-La Mancha,España
Orgaz,2639,45124,Toledo,Castilla-La Mancha,España
Oropesa,2587,45125,Toledo,Castilla-La Mancha,España
Otero,436,45126,Toledo,Castilla-La Mancha,España
Palomeque,1213,45127,Toledo,Castilla-La Mancha,España
Pantoja,3536,45128,Toledo,Castilla-La Mancha,España
Paredes de Escalona,133,45129,Toledo,Castilla-La Mancha,España
Parrillas,323,45130,Toledo,Castilla-La Mancha,España
Pelahustán,335,45131,Toledo,Castilla-La Mancha,España
Pepino,3421,45132,Toledo,Castilla-La Mancha,España
Polán,3941,45133,Toledo,Castilla-La Mancha,España
Portillo de Toledo,2384,45134,Toledo,Castilla-La Mancha,España
La Puebla de Almoradiel,4950,45135,Toledo,Castilla-La Mancha,España
La Puebla de Montalbán,8144,45136,Toledo,Castilla-La Mancha,España
La Pueblanueva,2139,45137,Toledo,Castilla-La Mancha,España
El Puente del Arzobispo,1143,45138,Toledo,Castilla-La Mancha,España
Puerto de San Vicente,141,45139,Toledo,Castilla-La Mancha,España
Pulgar,1608,45140,Toledo,Castilla-La Mancha,España
Quero,1006,45141,Toledo,Castilla-La Mancha,España
Quintanar de la Orden,11355,45142,Toledo,Castilla-La Mancha,España
Quismondo,1857,45143,Toledo,Castilla-La Mancha,España
El Real de San Vicente,966,45144,Toledo,Castilla-La Mancha,España
Recas,5037,45145,Toledo,Castilla-La Mancha,España
Retamoso de la Jara,109,45146,Toledo,Castilla-La Mancha,España
Rielves,900,45147,Toledo,Castilla-La Mancha,España
Robledo del Mazo,249,45148,Toledo,Castilla-La Mancha,España
El Romeral,518,45149,Toledo,Castilla-La Mancha,España
San Bartolomé de las Abiertas,637,45150,Toledo,Castilla-La Mancha,España
San Martín de Montalbán,778,45151,Toledo,Castilla-La Mancha,España
San Martín de Pusa,623,45152,Toledo,Castilla-La Mancha,España
San Pablo de los Montes,1627,45153,Toledo,Castilla-La Mancha,España
San Román de los Montes,2191,45154,Toledo,Castilla-La Mancha,España
Santa Ana de Pusa,345,45155,Toledo,Castilla-La Mancha,España
Santa Cruz de la Zarza,4180,45156,Toledo,Castilla-La Mancha,España
Santa Cruz del Retamar,4194,45157,Toledo,Castilla-La Mancha,España
Santa Olalla,3571,45158,Toledo,Castilla-La Mancha,España
Sartajada,104,45159,Toledo,Castilla-La Mancha,España
Segurilla,1412,45160,Toledo,Castilla-La Mancha,España
Seseña,30907,45161,Toledo,Castilla-La Mancha,España
Sevilleja de la Jara,635,45162,Toledo,Castilla-La Mancha,España
Sonseca,11452,45163,Toledo,Castilla-La Mancha,España
Sotillo de las Palomas,184,45164,Toledo,Castilla-La Mancha,España
Talavera de la Reina,83803,45165,Toledo,Castilla-La Mancha,España
Tembleque,1992,45166,Toledo,Castilla-La Mancha,España
El Toboso,1702,45167,Toledo,Castilla-La Mancha,España
Toledo,87216,45168,Toledo,Castilla-La Mancha,España
Torralba de Oropesa,186,45169,Toledo,Castilla-La Mancha,España
Torrecilla de la Jara,227,45170,Toledo,Castilla-La Mancha,España
La Torre de Esteban Hambrán,1946,45171,Toledo,Castilla-La Mancha,España
Torrico,688,45172,Toledo,Castilla-La Mancha,España
Torrijos,14307,45173,Toledo,Castilla-La Mancha,España
Totanés,361,45174,Toledo,Castilla-La Mancha,España
Turleque,702,45175,Toledo,Castilla-La Mancha,España
Ugena,5988,45176,Toledo,Castilla-La Mancha,España
Urda,2454,45177,Toledo,Castilla-La Mancha,España
Valdeverdeja,598,45179,Toledo,Castilla-La Mancha,España
Valmojado,4898,45180,Toledo,Castilla-La Mancha,España
Velada,2899,45181,Toledo,Castilla-La Mancha,España
Las Ventas con Peña Aguilera,1090,45182,Toledo,Castilla-La Mancha,España
Las Ventas de Retamosa,4206,45183,Toledo,Castilla-La Mancha,España
Las Ventas de San Julián,239,45184,Toledo,Castilla-La Mancha,España
Villacañas,9411,45185,Toledo,Castilla-La Mancha,España
La Villa de Don Fadrique,3519,45186,Toledo,Castilla-La Mancha,España
Villafranca de los Caballeros,4884,45187,Toledo,Castilla-La Mancha,España
Villaluenga de la Sagra,4308,45188,Toledo,Castilla-La Mancha,España
Villamiel de Toledo,1097,45189,Toledo,Castilla-La Mancha,España
Villaminaya,518,45190,Toledo,Castilla-La Mancha,España
Villamuelas,587,45191,Toledo,Castilla-La Mancha,España
Villanueva de Alcardete,2910,45192,Toledo,Castilla-La Mancha,España
Villanueva de Bogas,657,45193,Toledo,Castilla-La Mancha,España
Villarejo de Montalbán,83,45194,Toledo,Castilla-La Mancha,España
Villarrubia de Santiago,2583,45195,Toledo,Castilla-La Mancha,España
Villaseca de la Sagra,1910,45196,Toledo,Castilla-La Mancha,España
Villasequilla,2673,45197,Toledo,Castilla-La Mancha,España
Villatobas,2964,45198,Toledo,Castilla-La Mancha,España
El Viso de San Juan,6380,45199,Toledo,Castilla-La Mancha,España
Los Yébenes,5787,45200,Toledo,Castilla-La Mancha,España
Yeles,6514,45201,Toledo,Castilla-La Mancha,España
Yepes,5820,45202,Toledo,Castilla-La Mancha,España
Yuncler,5275,45203,Toledo,Castilla-La Mancha,España
Yunclillos,819,45204,Toledo,Castilla-La Mancha,España
Yuncos,13189,45205,Toledo,Castilla-La Mancha,España
Santo Domingo-Caudilla,1299,45901,Toledo,Castilla-La Mancha,España
Ademuz,1015,46001,Valencia,Comunidad Valenciana,España
Ador,1755,46002,Valencia,Comunidad Valenciana,España
Atzeneta d'Albaida,1193,46003,Valencia,Comunidad Valenciana,España
Agullent,2438,46004,Valencia,Comunidad Valenciana,España
Alaquàs,30166,46005,Valencia,Comunidad Valenciana,España
Albaida,6322,46006,Valencia,Comunidad Valenciana,España
Albal,17365,46007,Valencia,Comunidad Valenciana,España
Albalat de la Ribera,3523,46008,Valencia,Comunidad Valenciana,España
Albalat dels Sorells,4368,46009,Valencia,Comunidad Valenciana,España
Albalat dels Tarongers,1574,46010,Valencia,Comunidad Valenciana,España
Alberic,11099,46011,Valencia,Comunidad Valenciana,España
Alborache,1568,46012,Valencia,Comunidad Valenciana,España
Alboraia,26273,46013,Valencia,Comunidad Valenciana,España
Albuixech,4482,46014,Valencia,Comunidad Valenciana,España
Alcàsser,10772,46015,Valencia,Comunidad Valenciana,España
Alcàntera de Xúquer,1468,46016,Valencia,Comunidad Valenciana,España
Alzira,48236,46017,Valencia,Comunidad Valenciana,España
Alcublas,710,46018,Valencia,Comunidad Valenciana,España
l' Alcúdia,12587,46019,Valencia,Comunidad Valenciana,España
l' Alcúdia de Crespins,5548,46020,Valencia,Comunidad Valenciana,España
Aldaia,34630,46021,Valencia,Comunidad Valenciana,España
Alfafar,22270,46022,Valencia,Comunidad Valenciana,España
Alfauir,515,46023,Valencia,Comunidad Valenciana,España
Alfara de la Baronia,624,46024,Valencia,Comunidad Valenciana,España
Alfara del Patriarca,3740,46025,Valencia,Comunidad Valenciana,España
Alfarb,1763,46026,Valencia,Comunidad Valenciana,España
Alfarrasí,1173,46027,Valencia,Comunidad Valenciana,España
Algar de Palància,565,46028,Valencia,Comunidad Valenciana,España
Algemesí,28306,46029,Valencia,Comunidad Valenciana,España
Algímia d'Alfara,1115,46030,Valencia,Comunidad Valenciana,España
Alginet,14844,46031,Valencia,Comunidad Valenciana,España
Almàssera,7887,46032,Valencia,Comunidad Valenciana,España
Almiserà,278,46033,Valencia,Comunidad Valenciana,España
Almoines,2664,46034,Valencia,Comunidad Valenciana,España
Almussafes,9070,46035,Valencia,Comunidad Valenciana,España
Alpuente,688,46036,Valencia,Comunidad Valenciana,España
l' Alqueria de la Comtessa,1547,46037,Valencia,Comunidad Valenciana,España
Andilla,338,46038,Valencia,Comunidad Valenciana,España
Anna,2600,46039,Valencia,Comunidad Valenciana,España
Antella,1130,46040,Valencia,Comunidad Valenciana,España
Aras de los Olmos,401,46041,Valencia,Comunidad Valenciana,España
Aielo de Malferit,4624,46042,Valencia,Comunidad Valenciana,España
Aielo de Rugat,160,46043,Valencia,Comunidad Valenciana,España
Ayora,5282,46044,Valencia,Comunidad Valenciana,España
Barxeta,1578,46045,Valencia,Comunidad Valenciana,España
Barx,1501,46046,Valencia,Comunidad Valenciana,España
Bèlgida,651,46047,Valencia,Comunidad Valenciana,España
Bellreguard,5032,46048,Valencia,Comunidad Valenciana,España
Bellús,317,46049,Valencia,Comunidad Valenciana,España
Benagéber,176,46050,Valencia,Comunidad Valenciana,España
Benaguasil,12668,46051,Valencia,Comunidad Valenciana,España
Benavites,652,46052,Valencia,Comunidad Valenciana,España
Beneixida,659,46053,Valencia,Comunidad Valenciana,España
Benetússer,16734,46054,Valencia,Comunidad Valenciana,España
Beniarjó,1964,46055,Valencia,Comunidad Valenciana,España
Beniatjar,209,46056,Valencia,Comunidad Valenciana,España
Benicolet,610,46057,Valencia,Comunidad Valenciana,España
Benifairó de les Valls,2359,46058,Valencia,Comunidad Valenciana,España
Benifairó de la Valldigna,1588,46059,Valencia,Comunidad Valenciana,España
Benifaió,12262,46060,Valencia,Comunidad Valenciana,España
Beniflá,505,46061,Valencia,Comunidad Valenciana,España
Benigànim,5759,46062,Valencia,Comunidad Valenciana,España
Benimodo,2332,46063,Valencia,Comunidad Valenciana,España
Benimuslem,674,46064,Valencia,Comunidad Valenciana,España
Beniparrell,2108,46065,Valencia,Comunidad Valenciana,España
Benirredrà,1576,46066,Valencia,Comunidad Valenciana,España
Benissanó,2449,46067,Valencia,Comunidad Valenciana,España
Benissoda,494,46068,Valencia,Comunidad Valenciana,España
Benissuera,196,46069,Valencia,Comunidad Valenciana,España
Bétera,28560,46070,Valencia,Comunidad Valenciana,España
Bicorp,546,46071,Valencia,Comunidad Valenciana,España
Bocairent,4130,46072,Valencia,Comunidad Valenciana,España
Bolbaite,1320,46073,Valencia,Comunidad Valenciana,España
Bonrepòs i Mirambell,4115,46074,Valencia,Comunidad Valenciana,España
Bufali,162,46075,Valencia,Comunidad Valenciana,España
Bugarra,774,46076,Valencia,Comunidad Valenciana,España
Buñol,9858,46077,Valencia,Comunidad Valenciana,España
Burjassot,41299,46078,Valencia,Comunidad Valenciana,España
Calles,465,46079,Valencia,Comunidad Valenciana,España
Camporrobles,1183,46080,Valencia,Comunidad Valenciana,España
Canals,13746,46081,Valencia,Comunidad Valenciana,España
Canet d'En Berenguer,8297,46082,Valencia,Comunidad Valenciana,España
Carcaixent,21934,46083,Valencia,Comunidad Valenciana,España
Càrcer,1795,46084,Valencia,Comunidad Valenciana,España
Carlet,16857,46085,Valencia,Comunidad Valenciana,España
Carrícola,97,46086,Valencia,Comunidad Valenciana,España
Casas Altas,118,46087,Valencia,Comunidad Valenciana,España
Casas Bajas,158,46088,Valencia,Comunidad Valenciana,España
Casinos,3153,46089,Valencia,Comunidad Valenciana,España
Castelló de Rugat,2345,46090,Valencia,Comunidad Valenciana,España
Castellonet de la Conquesta,159,46091,Valencia,Comunidad Valenciana,España
Castielfabib,284,46092,Valencia,Comunidad Valenciana,España
Catadau,3005,46093,Valencia,Comunidad Valenciana,España
Catarroja,30604,46094,Valencia,Comunidad Valenciana,España
Caudete de las Fuentes,725,46095,Valencia,Comunidad Valenciana,España
Cerdà,370,46096,Valencia,Comunidad Valenciana,España
Cofrentes,1113,46097,Valencia,Comunidad Valenciana,España
Corbera,3266,46098,Valencia,Comunidad Valenciana,España
Cortes de Pallás,727,46099,Valencia,Comunidad Valenciana,España
Cotes,314,46100,Valencia,Comunidad Valenciana,España
Quart de les Valls,1029,46101,Valencia,Comunidad Valenciana,España
Quart de Poblet,26967,46102,Valencia,Comunidad Valenciana,España
Quartell,1810,46103,Valencia,Comunidad Valenciana,España
Quatretonda,2174,46104,Valencia,Comunidad Valenciana,España
Cullera,24702,46105,Valencia,Comunidad Valenciana,España
Chelva,1863,46106,Valencia,Comunidad Valenciana,España
Chella,2452,46107,Valencia,Comunidad Valenciana,España
Chera,508,46108,Valencia,Comunidad Valenciana,España
Cheste,8951,46109,Valencia,Comunidad Valenciana,España
Xirivella,32093,46110,Valencia,Comunidad Valenciana,España
Chiva,17951,46111,Valencia,Comunidad Valenciana,España
Chulilla,710,46112,Valencia,Comunidad Valenciana,España
Daimús,3524,46113,Valencia,Comunidad Valenciana,España
Domeño,723,46114,Valencia,Comunidad Valenciana,España
Dos Aguas,340,46115,Valencia,Comunidad Valenciana,España
l' Eliana,19839,46116,Valencia,Comunidad Valenciana,España
Emperador,700,46117,Valencia,Comunidad Valenciana,España
Enguera,4807,46118,Valencia,Comunidad Valenciana,España
l' Énova,952,46119,Valencia,Comunidad Valenciana,España
Estivella,1710,46120,Valencia,Comunidad Valenciana,España
Estubeny,110,46121,Valencia,Comunidad Valenciana,España
Faura,3753,46122,Valencia,Comunidad Valenciana,España
Favara,2776,46123,Valencia,Comunidad Valenciana,España
Fontanars dels Alforins,936,46124,Valencia,Comunidad Valenciana,España
Fortaleny,1024,46125,Valencia,Comunidad Valenciana,España
Foios,7995,46126,Valencia,Comunidad Valenciana,España
la Font d'en Carròs,4020,46127,Valencia,Comunidad Valenciana,España
la Font de la Figuera,2022,46128,Valencia,Comunidad Valenciana,España
Fuenterrobles,678,46129,Valencia,Comunidad Valenciana,España
Gavarda,1023,46130,Valencia,Comunidad Valenciana,España
Gandia,83135,46131,Valencia,Comunidad Valenciana,España
el Genovés,2822,46132,Valencia,Comunidad Valenciana,España
Gestalgar,587,46133,Valencia,Comunidad Valenciana,España
Gilet,4011,46134,Valencia,Comunidad Valenciana,España
Godella,13533,46135,Valencia,Comunidad Valenciana,España
Godelleta,4266,46136,Valencia,Comunidad Valenciana,España
la Granja de la Costera,306,46137,Valencia,Comunidad Valenciana,España
Guadasséquies,478,46138,Valencia,Comunidad Valenciana,España
Guadassuar,6039,46139,Valencia,Comunidad Valenciana,España
Guardamar de la Safor,622,46140,Valencia,Comunidad Valenciana,España
Higueruelas,567,46141,Valencia,Comunidad Valenciana,España
Jalance,808,46142,Valencia,Comunidad Valenciana,España
Xeraco,6149,46143,Valencia,Comunidad Valenciana,España
Jarafuel,788,46144,Valencia,Comunidad Valenciana,España
Xàtiva,31008,46145,Valencia,Comunidad Valenciana,España
Xeresa,2418,46146,Valencia,Comunidad Valenciana,España
Llíria,25333,46147,Valencia,Comunidad Valenciana,España
Loriguilla,2188,46148,Valencia,Comunidad Valenciana,España
Losa del Obispo,531,46149,Valencia,Comunidad Valenciana,España
Llutxent,2314,46150,Valencia,Comunidad Valenciana,España
Llocnou d'En Fenollet,944,46151,Valencia,Comunidad Valenciana,España
Llocnou de la Corona,132,46152,Valencia,Comunidad Valenciana,España
Llocnou de Sant Jeroni,594,46153,Valencia,Comunidad Valenciana,España
Llanera de Ranes,1062,46154,Valencia,Comunidad Valenciana,España
Llaurí,1226,46155,Valencia,Comunidad Valenciana,España
Llombai,2791,46156,Valencia,Comunidad Valenciana,España
la Llosa de Ranes,3765,46157,Valencia,Comunidad Valenciana,España
Macastre,1461,46158,Valencia,Comunidad Valenciana,España
Manises,32609,46159,Valencia,Comunidad Valenciana,España
Manuel,2560,46160,Valencia,Comunidad Valenciana,España
Marines,1967,46161,Valencia,Comunidad Valenciana,España
Massalavés,1905,46162,Valencia,Comunidad Valenciana,España
Massalfassar,2716,46163,Valencia,Comunidad Valenciana,España
Massamagrell,17566,46164,Valencia,Comunidad Valenciana,España
Massanassa,10607,46165,Valencia,Comunidad Valenciana,España
Meliana,11055,46166,Valencia,Comunidad Valenciana,España
Millares,321,46167,Valencia,Comunidad Valenciana,España
Miramar,3143,46168,Valencia,Comunidad Valenciana,España
Mislata,47079,46169,Valencia,Comunidad Valenciana,España
Moixent,4401,46170,Valencia,Comunidad Valenciana,España
Montcada,22213,46171,Valencia,Comunidad Valenciana,España
Montserrat,10062,46172,Valencia,Comunidad Valenciana,España
Montaverner,1624,46173,Valencia,Comunidad Valenciana,España
Montesa,1128,46174,Valencia,Comunidad Valenciana,España
Montitxelvo,556,46175,Valencia,Comunidad Valenciana,España
Montroi,3792,46176,Valencia,Comunidad Valenciana,España
Museros,6871,46177,Valencia,Comunidad Valenciana,España
Nàquera,8556,46178,Valencia,Comunidad Valenciana,España
Navarrés,3027,46179,Valencia,Comunidad Valenciana,España
Novetlè,872,46180,Valencia,Comunidad Valenciana,España
Oliva,26813,46181,Valencia,Comunidad Valenciana,España
Olocau,2534,46182,Valencia,Comunidad Valenciana,España
l' Olleria,8818,46183,Valencia,Comunidad Valenciana,España
Ontinyent,37012,46184,Valencia,Comunidad Valenciana,España
Otos,442,46185,Valencia,Comunidad Valenciana,España
Paiporta,28136,46186,Valencia,Comunidad Valenciana,España
Palma de Gandía,1897,46187,Valencia,Comunidad Valenciana,España
Palmera,1038,46188,Valencia,Comunidad Valenciana,España
el Palomar,593,46189,Valencia,Comunidad Valenciana,España
Paterna,76019,46190,Valencia,Comunidad Valenciana,España
Pedralba,3225,46191,Valencia,Comunidad Valenciana,España
Petrés,1124,46192,Valencia,Comunidad Valenciana,España
Picanya,11901,46193,Valencia,Comunidad Valenciana,España
Picassent,23202,46194,Valencia,Comunidad Valenciana,España
Piles,3151,46195,Valencia,Comunidad Valenciana,España
Pinet,156,46196,Valencia,Comunidad Valenciana,España
Polinyà de Xúquer,2577,46197,Valencia,Comunidad Valenciana,España
Potries,1135,46198,Valencia,Comunidad Valenciana,España
la Pobla de Farnals,9255,46199,Valencia,Comunidad Valenciana,España
la Pobla del Duc,2451,46200,Valencia,Comunidad Valenciana,España
Puebla de San Miguel,53,46201,Valencia,Comunidad Valenciana,España
la Pobla de Vallbona,27471,46202,Valencia,Comunidad Valenciana,España
la Pobla Llarga,4665,46203,Valencia,Comunidad Valenciana,España
el Puig de Santa Maria,9490,46204,Valencia,Comunidad Valenciana,España
Puçol,21659,46205,Valencia,Comunidad Valenciana,España
Quesa,691,46206,Valencia,Comunidad Valenciana,España
Rafelbunyol,9974,46207,Valencia,Comunidad Valenciana,España
Rafelcofer,1409,46208,Valencia,Comunidad Valenciana,España
Rafelguaraf,2395,46209,Valencia,Comunidad Valenciana,España
Ráfol de Salem,463,46210,Valencia,Comunidad Valenciana,España
el Real de Gandia,2722,46211,Valencia,Comunidad Valenciana,España
Real,2497,46212,Valencia,Comunidad Valenciana,España
Requena,20982,46213,Valencia,Comunidad Valenciana,España
